date,title,body,url,image,source,symbol
2025-02-18 22:26:00+00:00,"Argentine president defends his cryptocurrency tweet after crash, comparing losses to gambling","Argentine President Javier Milei has defended himself for promoting a cryptocurrency whose value collapsed within hours of its launch, likening those who invested in the token after his ...",https://www.cnn.com/2025/02/18/americas/argentina-milei-defends-libra-crypto-tweet-intl-latam/index.html,,CNN,
2025-02-19 00:00:00+00:00,Bitcoin's price movement 'looks very manufactured' — Samson Mow,Bitcoin's price action is raising concerns about possible market manipulation as the cryptocurrency continues trading in a tight range despite billions of dollars in institutional inflows.,https://cointelegraph.com/news/bitcoin-price-movement-looks-very-manufactured-samson-mow,,CoinTelegraph,BTC
2025-02-19 08:28:00+00:00,What is a cryptocurrency token reserve? What to know about the Trump-backed crypto plan,"Donald Trump-backed cryptocurrency plans to soon launch a ""strategic token reserve."" What is it? What does it do? Here's what we know.",https://www.usatoday.com/story/news/2025/02/19/cryptocurrency-token-reserve-trump-crypto-platform-world-financial-liberty/78974073007/,,USA TODAY,
2025-02-20 23:59:00+00:00,Ethereum Foundation wants a social media guru to help it 'yap better',The Ethereum Foundation is looking to boost its social media presence as the price of its native token struggles against competitors and sentiment drags. It is hiring a social media manager and ...,https://cointelegraph.com/news/ethereum-foundation-hiring-social-media-manager,,CoinTelegraph,ETH
2025-02-21 23:36:00+00:00,What is cryptocurrency and how do I avoid scams when investing?,"After a Taneytown teacher died by apparent suicide while under investigation for alleged financial fraud and child sex abuse, investors across six states told The Baltimore Sun Justin Rieger had invested their money in the cryptocurrency market. The Sun ...",https://www.capitalgazette.com/2025/02/21/what-is-cryptocurrency-and-how-do-i-avoid-scams-when-investing/,,Capital Gazette,
2025-02-22 00:00:00+00:00,Cryptocurrency theft of £1.1bn could be biggest ever,Cryptocurrency firm Bybit said hackers stole $1.5bn (£1.1bn) worth of digital currency in what could be the biggest crypto theft in history. The Dubai-based company's founder told users that ...,https://www.bbc.com/news/articles/cx2844nvwx8o,,BBC,
2025-02-22 00:00:00+00:00,Ethereum 'Roll Back' Suggestion Has Sparked Criticism. Here's Why It Won't Happen,"On Friday, cryptocurrency exchange Bybit was allegedly hacked by North Korea's Lazarus group, which drained nearly $1.4 billion in ether (ETH) from the exchange. Following the hack, Arthur Hayes ...",https://www.coindesk.com/tech/2025/02/22/ethereum-roll-back-suggestion-has-sparked-criticism-here-s-why-it-won-t-happen,,CoinDesk,ETH
2025-02-24 00:00:00+00:00,"Strategy buys 20,356 Bitcoin for almost $2B; holdings approach 500K BTC","Strategy said it acquired an additional $2 billion worth of Bitcoin, increasing the world's largest corporate Bitcoin holder's total to almost 500,000 BTC. Michael Saylor's Strategy ...",https://cointelegraph.com/news/strategy-completes-2-b-convertible-note-offering-buy-bitcoin,,CoinTelegraph,BTC
2025-02-24 00:00:00+00:00,The biggest crypto heist ever: $1.5 billion stolen from Bybit cryptocurrency exchange,Crypto exchange Bybit had $1.5 billion stolen from its cryptocurrency wallet. Credit: Jaque Silva / NurPhoto via Getty Images That's the amount of money that has just been stolen by hackers from ...,https://mashable.com/article/bybit-largest-cryptocurrency-heist-crypto-hacker,,Mashable,
2025-02-24 11:37:00+00:00,Bitcoin Price Forecast: BTC standoff continues,"Bitcoin price has been consolidating between $94,000 and $100,000 since early February. US Bitcoin spot ETF data recorded a total net outflow of $540 million last week. QCP's report explains ...",https://www.fxstreet.com/cryptocurrencies/news/bitcoin-price-forecast-btc-standoff-continues-202502241136,,FXStreet,BTC
2025-02-25 17:20:00+00:00,"Bitcoin slides under $90,000, erasing some of the gains made under Trump","The price of bitcoin fell below $90,000 and other cryptocurrencies saw large drops Tuesday morning, erasing some of the gains digital assets have made since President Donald Trump took office on a ...",https://www.bostonherald.com/2025/02/25/crypto-bitcoin-prices/,,Boston Herald,BTC
2025-02-26 00:00:00+00:00,Can Bitcoin's hard cap of 21 million be changed?,"This limit promotes scarcity, which can help boost the value of each token over time. Take Bitcoin (BTC), for example. Its creator, Satoshi Nakamoto, set a hard cap of 21 million coins.",https://cointelegraph.com/explained/can-bitcoins-hard-cap-of-21-million-be-changed,,CoinTelegraph,BTC
2025-02-26 00:00:00+00:00,"Bitcoin falls by 5% at $84,201","Feb 26 (Reuters) - Bitcoin, the world's largest cryptocurrency by market value, dropped 5% to $84,201 at 21:56 GMT on Wednesday. Number two cryptocurrency Ether, gained 1.58% as of 22:06 GMT.",https://www.reuters.com/technology/bitcoin-falls-by-5-84201-2025-02-26/,,Reuters,BTC
2025-02-26 03:17:42+00:00,What's Next for Bitcoin After Cryptocurrency Falls Below $90K? Key Levels to Watch,"Bitcoin tumbled to a three-month low on Tuesday, continuing a slide from its record high set last month, as economic uncertainty weighs on investor sentiment. Monitor these crucial chart levels.",https://www.msn.com/en-us/money/markets/whats-next-for-bitcoin-after-cryptocurrency-falls-below-90k-key-levels-to-watch/ar-AA1zNjLS,,Investopedia,
2025-02-26 19:38:00+00:00,$1.5B in cryptocurrency stolen from Bybit in attack linked to North Korean hackers,"Dubai-based cryptocurrency exchange Bybit Technology Ltd. has been hacked, with some $1.5 billion in cryptocurrency stolen in what is believed to be the largest single theft in cryptocurrency history.",https://siliconangle.com/2025/02/23/1-5b-cryptocurrency-stolen-bybit-attack-linked-north-korean-hackers/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2025/02/bybithack.png,SiliconANGLE,
2025-02-26 22:52:00+00:00,Cryptocurrency firm founder extradited from Portugal to face US fraud charges,The founder of a cryptocurrency financial services firm has been extradited from Portugal to face U.S. charges that he participated in a wide-ranging scheme to manipulate the market for digital tokens on behalf of client companies.,https://www.reuters.com/technology/cryptocurrency-firm-founder-extradited-portugal-face-us-fraud-charges-2025-02-26/,https://www.reuters.com/resizer/v2/WWSVCI23HZOSBCIBT5VOM7P2BA.jpg?auth=1309693b1e34046342f1bb253b02b594b22c8e45ee115c75cb1d85323c7d5205&height=1005&width=1920&quality=80&smart=true,Reuters,
2025-02-27 15:55:49+00:00,FBI Blames North Korea for Massive $1.4 Billion Cryptocurrency Heist,The FBI has officially linked the $1.4 billion cryptocurrency heist at Bybit to North Korean state-sponsored hackers after security researchers reached the same conclusion. The agency alleges that the infamous North Korean hacking group Lazarus is behind the hack.,https://www.msn.com/en-us/money/other/fbi-blames-north-korea-for-massive-1-4-billion-cryptocurrency-heist/ar-AA1zV4Mb,https://i.pcmag.com/imagery/articles/0771pskn0AtwbXu9trcJb2g-1.fit_lim.size_1200x630.v1740666320.jpg,PCMag,
2025-02-27 20:44:00+00:00,Manitowoc Police warn of scams involving cryptocurrency targeting older people,Manitowoc Police is warning the public about cryptocurrency scams that continue to circulate in the community.,https://www.msn.com/en-us/general/general/manitowoc-police-warn-of-scams-involving-cryptocurrency-targeting-older-people/ar-AA1zW51q,https://gray-wbay-prod.gtv-cdn.com/resizer/v2/GSOLJ3X5IBE4TETYSKIMZ62N24.png?auth=83637695ff84525e392a0f68e27ed234f685c0d7090222934b83dc2259ff4b66&width=1200&height=600&smart=true,Green Bay-Appleton  WBAY-TV,
2025-02-28 02:27:00+00:00,Cryptocurrency ATM scams on the rise as Colorado lawmakers consider regulation,"As interest in cryptocurrency increases in the United States, the number of ATMs which facilitate cryptocurrency transactions is as well.",https://www.cbsnews.com/colorado/news/cryptocurrency-atm-scams-increase-colorado-lawmakers-consider-regulation/,https://assets1.cbsnewsstatic.com/hub/i/r/2024/09/03/99b62549-918b-4602-ba60-8f660e026cd9/thumbnail/1200x630/e523f8c4539c6d6ffcfd98180e6edf50/ap22202807778978.jpg?v=8de240724d7f6d8b5f54f62bb158c012,CBS News,
2025-02-28 14:09:09+00:00,Ethereum Foundation forms external council to uphold core blockchain values,"The Ethereum Foundation tagged 15 individuals as advisers, including researchers, developers and project founders.",https://www.msn.com/en-us/money/markets/ethereum-foundation-forms-external-council-to-uphold-core-blockchain-values/ar-AA1zZmHh,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2024-12/01941554-306b-7050-afc1-12020d130dc6",Cointelegraph.com,ETH
2025-03-01 14:11:00+00:00,Convert Bitcoin To United States Dollar,Information provided on Forbes Advisor is for educational purposes only. Your financial situation is unique and the products and services we review may not be right for your circumstances.,https://www.forbes.com/advisor/money-transfer/currency-converter/btc-usd/,,Forbes,BTC
2025-03-01 17:30:00+00:00,Brenna Bird sues cryptocurrency ATM companies she says scammed over $20 million from Iowans,Iowa Attorney General announced last Wednesday a lawsuit against two cryptocurrency ATM companies for costing Iowans over $20 due to scams.,https://www.usatoday.com/story/news/crime-and-courts/2025/03/01/iowa-cryptocurrency-scam-over-20-million-in-iowa-brenna-bird-lawsuit/80861788007/,,USA TODAY,
2025-03-01 17:30:00+00:00,Brenna Bird sues cryptocurrency ATM companies she says cost Iowans more than $20 million,Iowa Attorney General announced last Wednesday a lawsuit against two cryptocurrency ATM companies for costing Iowans over $20 due to scams.,https://www.desmoinesregister.com/story/news/crime-and-courts/2025/03/01/iowa-cryptocurrency-scam-over-20-million-in-iowa-brenna-bird-lawsuit/80861788007/,"https://www.desmoinesregister.com/gcdn/authoring/authoring-images/2025/02/28/USNK/80847495007-20241121-t-123045-z-1027144053-rc-2-o-9-ba-247-f-8-rtrmadp-3-fintechcryptobitcoin.JPG?crop=3052,1717,x0,y305&width=3052&height=1717&format=pjpg&auto=webp",The Des Moines Register,
2025-03-01 17:46:00+00:00,How Does Cryptocurrency Work?,"If you're interested in investing in cryptocurrency, or you want to better understand its impact, it's worth knowing how cryptocurrency works.",https://www.fool.com/investing/stock-market/market-sectors/financials/cryptocurrency-stocks/how-it-works/?referring_guid=923fcbe3-e1db-43fb-9de9-81c27070a07f,https://m.foolcdn.com/media/dubs/images/Businessman_using_tablet_online_banking_exchan.width-600.jpg,The Motley Fool,
2025-03-01 20:02:00+00:00,"Ethereum Foundation Picks New Co-Executive Directors, Following Leadership Reshuffle","Hsiao-Wei Wang and Tomasz Stańczak will be the new co-executive directors, as Aya Miyaguchi transitions into the organization's President. Also, ex-EF researcher Danny Ryan shares that he is joining Etherealize.",https://www.coindesk.com/tech/2025/03/01/ethereum-foundation-picks-new-co-executive-directors-following-leadership-reshuffle,https://cdn.sanity.io/images/s3y3vcno/production/a23d9bb7ad9e7b64fd085a00bad2b00c25c16c4e-5914x4731.jpg?auto=format,CoinDesk,ETH
2025-03-01 20:02:00+00:00,"Ethereum Foundation Picks New Co-Executive Directors, Following Leadership Reshuffle","The Ethereum Foundation (EF), the non-profit organization that supports the development and research of the Ethereum blockchain, shared in a blog",https://markets.businessinsider.com/news/currencies/ethereum-foundation-picks-new-co-executive-directors-following-leadership-reshuffle-1034428227,,Markets Insider,ETH
2025-03-01 21:09:52+00:00,Ethereum Foundation officially announces new leadership,"The Ethereum Foundation announced new leadership on March 1, 2025, as part of a broader overhaul to make the network more attractive.",https://www.msn.com/en-us/money/markets/ethereum-foundation-officially-announces-new-leadership/ar-AA1A3DsM,,Cointelegraph.com,ETH
2025-03-02 03:17:06+00:00,"Ethereum researcher pitches solution to fix centralization woes, eliminate MEV","An Ethereum researcher has pitched a ""Decentralized Random Block Proposal"" solution to democratize Ethereum's block proposal system and eliminate MEV at the block level.",https://www.msn.com/en-us/technology/blockchain/ethereum-researcher-pitches-solution-to-fix-centralization-woes-eliminate-mev/ar-AA1A4bBP,,Cointelegraph.com,ETH
2025-03-02 08:04:00+00:00,"Trump names cryptocurrencies in strategic reserve, sending prices up","Bitcoin, the world's largest cryptocurrency by market value, was up more than 11% at $94,164 Sunday afternoon. Ether, the second-largest cryptocurrency, was up about 13% at $2,516. The total ...",https://finance.yahoo.com/news/trump-names-cryptocurrencies-strategic-prices-160454350.html,,Yahoo Finance,
2025-03-02 10:19:00+00:00,Ethereum Foundation Announces Co-Executive Leadership Restructure,"Ethereum Foundation has appointed Hsiao-Wei Wang and Tomasz Stanczak as co-Executive Directors, marking a leadership shift for the network.",https://beincrypto.com/ethereum-foundation-introduces-new-leadership/,,BeInCrypto,ETH
2025-03-02 12:00:00+00:00,"Ohio Woman Loses Life Savings in $4.9 Million Nationwide Cryptocurrency Scam, Feds Seek Forfeiture of $8.2 Million in USDT","An Ohio woman lost her life savings, totaling $663,352, in a cryptocurrency scam after a fraudster sent her a text message with the ""wrong number.""",https://hoodline.com/2025/03/ohio-woman-loses-life-savings-in-4-9-million-nationwide-cryptocurrency-scam-feds-seek-forfeiture-of-8-2-million-in-usdt/,https://img.hoodline.com/2025/3/ohio-woman-loses-life-savings-in-dollar49-million-nationwide-cryptocurrency-scam-feds-seek-forfeiture-of-dollar82-million-in-usdt-3.webp,Hoodline,
2025-03-02 12:04:00+00:00,Ethereum's Pectra upgrade could lay groundwork for next market rally,Ethereum's much-awaited Pectra upgrade may provide the foundation for the next leg up in the 2025 market cycle.,https://www.msn.com/en-us/money/economy/ethereum-s-pectra-upgrade-could-lay-groundwork-for-next-market-rally/ar-AA1A5poC,"https://images.cointelegraph.com/cdn-cgi/image/format=auto,onerror=redirect,quality=90,width=1200/https://s3.cointelegraph.com/uploads/2025-03/01955683-11c8-79be-9752-e36c4e5a532b",Cointelegraph.com,ETH
2025-03-02 18:09:00+00:00,This 1 New Development Could Be an Ominous Sign for Cryptocurrency -- Or a Reason to Buy It Right Now,"In an emerging sector like cryptocurrency, changing regulatory regimes can be a threat, an opportunity, or a mix of both. Even for established assets like Bitcoin (CRYPTO: BTC), Ethereum (CRYPTO: ETH),",https://www.msn.com/en-us/money/technology/this-1-new-development-could-be-an-ominous-sign-for-cryptocurrency-or-a-reason-to-buy-it-right-now/ar-AA1A5Jbz,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1A5Xl0.img?w=4729&h=2494&m=4&q=80,The Motley Fool,
2025-03-02 23:02:00+00:00,Trump announces US strategic cryptocurrency reserve featuring bitcoin and Ethereum,"President Donald Trump announced today the establishment of a U.S. strategic cryptocurrency reserve that will include bitcoin, Ethereum, XRP, Solana and Cardano.",https://siliconangle.com/2025/03/02/trump-announces-us-strategic-cryptocurrency-reserve-featuring-bitcoin-ethereum/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2025/03/crytoreserve.png,SiliconANGLE,
2025-03-03 00:00:00+00:00,Trump attempts to bail out his wealthy cryptocurrency backers with 'U.S. crypto reserve',"President Donald Trump and his ""crypto czar"" David Sacks are being accused of corruption over their U.S. cryptocurrency reserve plans. Credit: Samuel Corum/Sipa/Bloomberg via Getty Images Just a ...",https://mashable.com/article/trump-us-strategic-crypto-reserve-david-sacks-connection,,Mashable,
2025-03-03 01:52:00+00:00,Bitcoin up by a fifth after Trump lists reserve tokens,SINGAPORE: Bitcoin was trading up a fifth from last week's lows on Monday (Mar 3) and several other cryptocurrencies that US President Donald Trump said would be included in a new US strategic ...,https://www.channelnewsasia.com/world/bitcoin-up-fifth-after-trump-lists-reserve-tokens-4971401,,Channel NewsAsia Singapore,BTC
2025-03-03 02:45:00+00:00,"Trump announces cryptocurrency reserve with bitcoin, XRP, ether & more",The US President claimed this 'critical industry' suffered 'years of corrupt attacks' at the hands of the Biden Administration.,https://www.shacknews.com/article/143293/trump-announces-cryptocurrency-reserve-btc-xrp-eth,https://d1lss44hh2trtw.cloudfront.net/assets/article/2025/03/02/trump-announces-cryptocurrency-reserve-btc-xrp-eth_feature.jpeg,Shacknews,
2025-03-03 03:57:00+00:00,Trump names cryptocurrencies in strategic reserve; prices spike,"Bitcoin, the world's largest cryptocurrency by market value, was up around 8% at $90,828. Ether, the second largest cryptocurrency, was up 8.3% at $2,409. The Republican president won support ...",https://www.cnn.com/2025/03/02/business/trump-cryptocurrency-market-spike/index.html,,CNN,
2025-03-03 12:30:00+00:00,"Got $1,000? Avoid These 2 Meme Coins and Buy This Cryptocurrency Instead","Founded in 1993, The Motley Fool is a financial services company dedicated to making the world smarter, happier, and richer. The Motley Fool reaches millions of people every month through our premium investing solutions, free guidance and market analysis on Fool.com, top-rated podcasts, and non-profit The Motley Fool Foundation.",https://www.fool.com/investing/2025/03/03/got-1000-avoid-these-2-meme-coins-and-buy-this-cry/,https://media.ycharts.com/charts/9b545ab4a3f97495f2212e99fda92141.png,The Motley Fool,
2025-03-03 13:06:00+00:00,Here's Why Bitcoin and Ethereum Are Soaring Today,Bitcoin rose 13% and Ethereum gained 15.4% over the weekend. President Donald Trump's social media reminders of a proposed crypto reserve boosted investor optimism after a rough week. The reserve ...,https://www.fool.com/investing/2025/03/03/heres-why-bitcoin-and-ethereum-are-soaring-today/,,The Motley Fool,BTC
2025-03-03 13:06:00+00:00,Here's Why Bitcoin and Ethereum Are Soaring Today,Bitcoin rose 13% and Ethereum gained 15.4% over the weekend. President Donald Trump's social media reminders of a proposed crypto reserve boosted investor optimism after a rough week. The reserve ...,https://www.fool.com/investing/2025/03/03/heres-why-bitcoin-and-ethereum-are-soaring-today/,,The Motley Fool,ETH
2025-03-03 13:47:00+00:00,Crypto Prices Pare Gains After Spiking on Trump's 'Strategic Reserve' Plan,"Price gains for bitcoin and other digital tokens moderated Monday, as investors digested President Trump's plans for a national cryptocurrency stockpile. On Sunday, the president said he would move forward with a U.",https://www.wsj.com/livecoverage/stock-market-today-dow-sp500-nasdaq-live-03-03-2025/card/crypto-prices-pare-gains-after-spiking-on-trump-s-strategic-reserve-plan-QZPUo8YU82nxvpDhzCUB,https://images.wsj.net/im-72240112,The Wall Street Journal,
2025-03-03 15:30:00+00:00,"Ethereum Stabilizes at $2,300 as Whales Halt Sell-Off, Indicating Potential Recovery","Ethereum's price stabilizes at $2,354 as whales stop selling $1.5 billion in ETH. Can ETH reclaim $2,549, or is another drop ahead?",https://beincrypto.com/ethereum-stabilizes-whales-pause-selling/,,BeInCrypto,ETH
2025-03-03 15:58:42+00:00,Bitcoin jumps after Trump strategic reserve announcement,The cryptocurrency market surged over the weekend after President Trump announced his plans to create a strategic crypto reserve and hinted at details about the highly anticipated plan. Bitcoin,https://www.msn.com/en-us/money/economy/bitcoin-jumps-after-trump-strategic-reserve-announcement/ar-AA1A9LHT,,The Hill,
2025-03-03 17:38:00+00:00,Cryptocurrency exchange Kraken says US SEC will dismiss lawsuit,NEW YORK (Reuters) -Cryptocurrency exchange Kraken said on Monday that the U.S. Securities and Exchange Commission had agreed in principle to dismiss a civil lawsuit accusing it of illegally operating as an unregistered securities exchange.,https://www.aol.com/news/cryptocurrency-exchange-kraken-says-us-153805715.html,https://media.zenfs.com/en/aol_reuters_29/58c63afb0b1282a5bc658e7b12e3a2ba,AOL,
2025-03-03 18:56:00+00:00,Trump wants a strategic cryptocurrency reserve. Crypto experts aren't a fan. Here's why,"President Donald Trump has announced plans to create a strategic crypto reserve, shifting gears from his earlier promise to stockpile Bitcoin. Trump's cryptocurrency reserve will consist of Bitcoin, often referred to as ""digital gold"" for its ability to hedge against inflation,",https://www.msn.com/en-us/money/markets/trump-wants-a-strategic-cryptocurrency-reserve-crypto-experts-arent-a-fan-heres-why/ar-AA1AauUO,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BB1qPby9.img?w=800&h=533&m=4&q=75,Quartz,
2025-03-03 18:59:00+00:00,Cryptocurrency prices climb as Trump announces strategic crypto reserve,"President Donald Trump announced plans to form the United States' first strategic cryptocurrency reserve (SCR). Trump shared the news on his social media platform Truth Social, stating that the reserve will include Bitcoin,",https://www.msn.com/en-us/money/other/cryptocurrency-prices-climb-as-trump-announces-strategic-crypto-reserve/ar-AA1Aasre,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1AapZ4.img?w=1280&h=720&m=4&q=81,Bankrate,
2025-03-03 21:00:00+00:00,Ethereum Price Prediction: Touching $8000 in 2025 Is Possible and Could Ignite a 53x Rally for This ETH-Based Altcoin,"Ethereum's path to $8,000 in 2025 is speculation and becoming a strong possibility as adoption surges and institutional investors double down. Currently",https://www.msn.com/en-us/money/economy/ethereum-price-prediction-touching-8000-in-2025-is-possible-and-could-ignite-a-53x-rally-for-this-eth-based-altcoin/ar-AA1AaRN2,https://www.cryptopolitan.com/wp-content/uploads/2025/03/unnamed-49-1.jpg,Cryptopolitan,ETH
2025-03-03 23:54:00+00:00,Should North Carolina invest in cryptocurrency? House Speaker Destin Hall backs bill,"North Carolina could add bitcoin and other cryptocurrency into its state investment portfolio under a bill moving in the state House this week. Advocates, including the new House speaker, think it could improve returns for the state pension fund.",https://www.wunc.org/politics/2025-03-03/nc-invest-cryptocurrency-destin-hall-bill-bitcoin,https://npr.brightspotcdn.com/dims4/default/239f60e/2147483647/strip/true/crop/4632x2432+0+329/resize/1200x630!/quality/90/?url=http://npr-brightspot.s3.amazonaws.com/60/ce/9faa01004c528332ee6317f13bf4/ap24327453709199.jpg,WUNC,
2025-03-04 03:35:00+00:00,Streamer says she fought back after being attacked at her home as gunmen demanded cryptocurrency,"Kaitlyn ""Amouranth"" Siragusa, 31, told investigators she was asleep when three men broke into her home and attacked her in her bed just before 11 p.m. Sunday. She said the men demanded cryptocurrency and pistol-whipped her. Her husband heard the commotion and opened fire on the suspects but wasn't sure if he hit one of them.",https://www.msn.com/en-us/crime/general/streamer-says-she-fought-back-after-being-attacked-at-her-home-as-gunmen-demanded-cryptocurrency/ar-AA1AaUSo,https://media.12newsnow.com/assets/KHOU/images/a8d28692-9e94-4f6b-8470-9fb0c5c31827/20250303T212952/a8d28692-9e94-4f6b-8470-9fb0c5c31827_1140x641.jpg,KHOU-TV Houston,
2025-03-04 10:30:00+00:00,"Ethereum Faces Drop Below $2,000 as ETH/BTC Ratio Plummets to 4-Year Low","ETH/BTC ratio sinks to a 4-year low as ETH drops 30% in a month. Can it hold above $2,000, or is there a deeper decline ahead?",https://beincrypto.com/eth-btc-ratio-ethereum-price/,,BeInCrypto,ETH
2025-03-04 11:00:00+00:00,5 questions about Trump's crypto reserve plan,"President Trump offered new details about his plan to create a strategic crypto reserve over the weekend, prompting the cryptocurrency market to rally after a few sluggish weeks. While",https://www.msn.com/en-us/money/markets/5-questions-about-trump-s-crypto-reserve-plan/ar-AA1Adfp3,https://thehill.com/wp-content/uploads/sites/2/2024/11/AP24209757093383-e1731963062681.jpg?w=1280,The Hill,
2025-03-04 15:30:00+00:00,"Ethereum in 2025: Industry Experts Analyze the Price Slump, Governance Woes, and DeFi Setbacks","Ethereum's inconsistent performance, price drops, and governance issues raise concerns about its long-term viability within the community.",https://beincrypto.com/experts-discuss-ethereum-challenges-2025/,,BeInCrypto,ETH
2025-03-04 16:10:00+00:00,How Motley Fool Money Rates Cryptocurrency Exchanges,"At Motley Fool Money, our crypto exchange recommendations are heavily vetted by a team of experts, so you can feel confident the picks on our site are fantastic choices.",https://www.fool.com/money/cryptocurrency/crypto-exchange-ratings-methodology/,,The Motley Fool,
2025-03-04 17:43:00+00:00,Ethereum's (ETH) Price Falls to Lowest Level Since 2023 amid Crypto Crash,The price of Ethereum (ETH) has declined 15% in the past 24 hours and fallen to its lowest level since November 2023.Discover the Best Stocks,https://markets.businessinsider.com/news/stocks/ethereum-s-eth-price-falls-to-lowest-level-since-2023-amid-crypto-crash-1034439824,https://blog.tipranks.com/wp-content/uploads/2025/03/image-167.png?utm_source=markets.businessinsider.com&utm_medium=referral,Markets Insider,ETH
2025-03-04 18:24:00+00:00,"Here's What Needs to Happen for Ethereum to Hit $5,000 This Year","With investors fixated on Ethereum's (CRYPTO: ETH) price near $2,100 and irritable about its prolonged period of underperformance relative to other major cryptocurrencies, it's no wonder that there are questions about what would need to happen for its price to grow by more than double,",https://www.msn.com/en-us/money/other/here-s-what-needs-to-happen-for-ethereum-to-hit-5-000-this-year/ar-AA1Af9wv,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1AeVFn.img?w=4211&h=2802&m=4&q=80,The Motley Fool,ETH
